ip,cpu_usage,memory_usage,network_traffic,execution_time,latency
10.1.38.53,25.85,32.93,447.0,45.0,59.52
10.1.38.54,67.84,92.11,231.0,43.0,79.24
10.1.38.55,99.38,23.61,869.0,30.0,160.6
10.1.38.56,70.65,44.54,586.0,99.0,332.76
10.1.38.57,13.37,80.41,36.0,20.0,3.32
10.1.38.58,67.25,73.08,284.0,5.0,9.94
10.1.38.59,89.5,68.3,96.0,50.0,37.9
10.1.38.60,29.58,85.56,238.0,25.0,34.08
10.1.38.61,80.91,93.55,414.0,6.0,20.81
10.1.38.62,10.16,92.34,889.0,89.0,403.77
10.1.38.63,43.25,23.45,508.0,18.0,31.29
10.1.38.64,31.35,77.36,461.0,63.0,158.78
10.1.38.65,20.32,73.82,614.0,40.0,117.05
10.1.38.66,47.33,70.96,464.0,21.0,58.86
10.1.38.67,79.81,83.64,581.0,86.0,406.95
10.1.38.68,43.97,31.7,989.0,48.0,179.31
10.1.38.69,68.0,52.45,181.0,66.0,72.12
10.1.38.70,32.26,22.45,440.0,88.0,105.84
10.1.38.71,31.16,78.76,455.0,51.0,126.95
10.1.38.72,21.53,27.92,84.0,24.0,4.96
10.1.38.73,36.52,11.63,551.0,39.0,51.73
10.1.38.74,66.81,73.43,296.0,98.0,204.17
10.1.38.75,41.53,24.69,875.0,56.0,162.32
10.1.38.76,15.28,86.24,559.0,79.0,225.49
10.1.38.77,55.95,79.4,817.0,69.0,383.56
10.1.38.78,78.54,87.52,303.0,82.0,205.62
10.1.38.79,53.18,60.98,447.0,44.0,111.92
10.1.38.80,41.98,17.33,996.0,50.0,146.18
10.1.38.81,47.47,87.58,60.0,40.0,16.19
10.1.38.82,47.74,38.74,584.0,12.0,30.51
10.1.38.83,60.24,96.75,852.0,100.0,665.62
10.1.38.84,52.52,93.44,851.0,69.0,428.34
10.1.38.85,13.36,61.92,584.0,74.0,162.16
10.1.38.86,84.93,96.62,872.0,84.0,662.82
10.1.38.87,43.0,10.07,25.0,93.0,6.23
10.1.38.88,11.25,11.02,720.0,14.0,11.27
10.1.38.89,67.39,72.54,938.0,69.0,451.82
10.1.38.90,52.52,6.75,867.0,8.0,21.48
10.1.38.91,27.37,69.53,704.0,66.0,223.75
10.1.38.92,8.53,10.63,612.0,63.0,37.2
10.1.38.93,90.39,68.79,573.0,75.0,340.48
10.1.38.94,37.57,11.03,27.0,6.0,0.43
10.1.38.95,30.7,96.32,134.0,97.0,82.86
10.1.38.96,40.73,13.24,90.0,23.0,5.5
10.1.38.97,49.5,48.32,508.0,28.0,69.4
10.1.38.98,74.49,41.5,696.0,43.0,174.26
10.1.38.99,74.33,33.87,392.0,49.0,104.82
10.1.38.100,68.53,84.68,173.0,78.0,103.87
10.1.38.101,43.0,68.92,304.0,67.0,114.79
10.1.38.102,88.89,79.04,830.0,70.0,485.96
10.1.38.103,17.51,79.08,0.0,96.0,0.03
10.1.38.104,40.11,31.41,612.0,12.0,26.35
10.1.38.105,11.07,33.03,128.0,100.0,28.02
10.1.38.106,22.95,52.7,0.0,41.0,0.04
10.1.38.107,24.46,40.09,859.0,42.0,116.91
10.1.38.108,92.87,76.78,232.0,32.0,62.55
10.1.38.109,11.76,45.03,964.0,22.0,59.65
10.1.38.110,65.79,57.15,444.0,37.0,100.51
10.1.38.111,96.6,87.23,880.0,49.0,392.91
10.1.38.112,27.09,59.43,870.0,31.0,117.88
10.1.38.113,33.04,12.87,754.0,3.0,5.11
10.1.38.114,45.23,39.78,763.0,42.0,135.36
10.1.38.115,85.34,56.98,571.0,11.0,44.85
10.1.38.116,39.05,54.82,11.0,1.0,0.03
10.1.38.117,15.76,63.57,359.0,91.0,129.97
10.1.38.118,68.17,38.5,985.0,45.0,237.23
10.1.38.119,34.92,94.19,490.0,5.0,16.83
10.1.38.120,20.71,74.98,12.0,76.0,4.21
10.1.38.121,63.98,77.96,525.0,67.0,248.58
10.1.38.122,99.08,99.28,935.0,64.0,597.64
10.1.38.123,88.09,30.57,249.0,98.0,145.4
10.1.38.124,29.02,30.92,905.0,36.0,98.48
10.1.38.125,89.32,45.66,416.0,24.0,66.57
10.1.38.126,32.69,83.28,427.0,45.0,111.43
10.1.38.127,14.3,38.13,822.0,68.0,146.02
10.1.38.128,57.54,20.12,8.0,87.0,2.6
10.1.38.129,49.06,99.43,379.0,65.0,182.36
10.1.38.130,7.84,7.11,853.0,0.0,0.29
10.1.38.131,59.22,97.48,339.0,33.0,87.75
10.1.38.132,41.26,16.85,292.0,54.0,46.11
10.1.38.133,86.64,37.8,230.0,81.0,115.89
10.1.38.134,24.48,59.7,262.0,77.0,85.1
10.1.38.135,30.77,68.24,839.0,87.0,360.49
10.1.38.136,94.14,80.61,934.0,70.0,569.66
10.1.38.137,27.18,68.89,771.0,23.0,83.67
10.1.38.138,57.28,70.53,387.0,88.0,216.7
10.1.38.139,65.17,16.17,440.0,3.0,6.21
10.1.38.140,25.16,22.74,660.0,36.0,57.23
10.1.38.141,82.05,14.56,602.0,50.0,145.96
10.1.38.142,24.66,34.95,940.0,81.0,227.93
10.1.38.143,14.74,85.56,568.0,15.0,41.57
10.1.38.144,19.1,59.59,958.0,60.0,224.9
10.1.38.145,92.8,90.62,193.0,83.0,147.05
10.1.38.146,14.66,34.79,466.0,35.0,40.85
10.1.38.147,78.59,20.68,180.0,23.0,20.5
10.1.38.148,94.64,21.59,824.0,64.0,307.33
10.1.38.149,22.25,35.33,44.0,29.0,3.72
10.1.38.150,7.05,75.98,958.0,34.0,135.51
10.1.38.151,34.16,63.67,229.0,11.0,12.44
10.1.38.152,41.35,15.17,781.0,100.0,219.75
10.1.38.153,85.71,7.21,363.0,19.0,32.23
10.1.38.154,79.23,82.7,925.0,43.0,320.95
10.1.38.155,83.56,23.06,92.0,25.0,12.45
10.1.38.156,54.79,11.45,268.0,92.0,81.81
10.1.38.157,69.17,31.06,220.0,46.0,50.68
10.1.38.158,89.64,13.71,725.0,76.0,286.31
10.1.38.159,9.4,29.71,176.0,9.0,2.93
10.1.38.160,13.74,82.2,549.0,17.0,45.94
10.1.38.161,75.83,23.04,457.0,62.0,141.05
10.1.38.162,57.82,34.72,561.0,12.0,31.81
10.1.38.163,50.11,78.36,353.0,78.0,176.45
10.1.38.164,95.71,72.46,751.0,43.0,269.46
10.1.38.165,11.81,83.82,144.0,18.0,12.33
10.1.38.166,94.95,27.65,33.0,99.0,20.28
10.1.38.167,54.18,64.84,466.0,71.0,196.06
10.1.38.168,41.66,60.24,627.0,86.0,276.2
10.1.38.169,54.24,82.24,529.0,82.0,297.68
10.1.38.170,44.63,23.45,662.0,46.0,103.97
10.1.38.171,19.18,32.61,510.0,9.0,11.46
10.1.38.172,45.62,48.81,525.0,75.0,186.9
10.1.38.173,72.45,87.86,983.0,45.0,358.26
10.1.38.174,72.88,43.24,579.0,44.0,146.33
10.1.38.175,69.72,67.32,717.0,53.0,257.83
10.1.38.176,11.46,38.94,644.0,10.0,16.16
10.1.38.177,94.28,28.88,64.0,36.0,14.21
10.1.38.178,22.0,28.41,908.0,63.0,143.83
10.1.38.179,22.05,68.37,45.0,91.0,18.67
10.1.38.180,43.6,18.02,209.0,39.0,25.34
10.1.38.181,5.11,92.93,7.0,75.0,2.49
10.1.38.182,81.37,93.14,524.0,48.0,218.12
10.1.38.183,73.07,7.11,904.0,39.0,140.72
10.1.38.184,27.59,64.27,586.0,87.0,233.91
10.1.38.185,18.51,88.83,148.0,59.0,46.79
10.1.38.186,46.57,98.98,588.0,64.0,273.83
10.1.38.187,25.47,31.45,602.0,74.0,126.88
10.1.38.188,68.98,99.95,431.0,67.0,242.47
10.1.38.189,74.36,98.08,575.0,70.0,348.73
10.1.38.190,52.67,53.14,797.0,60.0,252.22
10.1.38.191,59.48,45.17,342.0,27.0,48.31
10.1.38.192,6.36,42.45,940.0,73.0,166.45
10.1.38.193,38.77,54.16,713.0,61.0,203.19
10.1.38.194,26.1,75.4,169.0,92.0,78.66
10.1.38.195,49.3,67.8,789.0,84.0,385.9
10.1.38.196,53.57,30.77,894.0,54.0,202.99
10.1.38.197,87.39,50.81,377.0,91.0,237.34
10.1.38.198,45.13,95.11,108.0,62.0,46.95
10.1.38.199,56.21,79.62,786.0,10.0,51.56
10.1.38.200,77.19,37.49,547.0,51.0,161.11
10.1.38.201,31.55,34.19,467.0,9.0,14.59
10.1.38.202,16.35,81.23,637.0,51.0,158.81
10.1.38.203,81.5,46.85,306.0,48.0,93.61
10.1.38.204,37.35,26.61,274.0,89.0,77.82
10.1.38.205,9.92,40.16,27.0,53.0,3.56
10.1.38.206,25.99,28.0,819.0,32.0,70.52
10.1.38.207,45.21,16.04,476.0,19.0,27.6
10.1.38.208,30.68,50.02,536.0,90.0,195.32
10.1.38.209,45.4,68.88,992.0,39.0,218.54
10.1.38.210,84.27,61.55,949.0,73.0,506.73
10.1.38.211,81.79,60.02,532.0,86.0,325.84
10.1.38.212,61.34,79.9,842.0,88.0,520.94
10.1.38.213,51.02,73.25,466.0,95.0,275.54
10.1.38.214,32.49,85.26,897.0,83.0,440.2
10.1.38.215,83.6,8.39,673.0,70.0,216.36
10.1.38.216,41.7,55.53,222.0,82.0,88.43
10.1.38.217,19.52,31.74,306.0,76.0,59.77
10.1.38.218,30.26,81.21,485.0,11.0,30.09
10.1.38.219,37.7,66.23,853.0,16.0,72.6
10.1.38.220,49.83,26.14,716.0,81.0,220.45
10.1.38.221,82.61,38.83,304.0,71.0,131.73
10.1.38.222,11.23,76.89,790.0,24.0,84.69
10.1.38.223,35.46,93.65,37.0,50.0,11.95
10.1.38.224,99.68,69.39,122.0,38.0,39.36
10.1.38.225,70.44,81.22,723.0,62.0,337.16
10.1.38.226,70.57,12.48,242.0,82.0,81.91
10.1.38.227,26.11,11.7,727.0,89.0,123.04
10.1.38.228,20.17,5.16,159.0,20.0,4.12
10.1.38.229,36.13,34.02,840.0,55.0,161.22
10.1.38.230,14.34,40.16,738.0,10.0,19.83
10.1.38.231,43.87,99.27,469.0,87.0,293.62
10.1.38.232,31.66,69.19,157.0,36.0,28.88
10.1.38.233,19.01,41.51,299.0,16.0,14.67
10.1.38.234,71.07,67.2,833.0,30.0,169.87
10.1.38.235,35.07,17.93,988.0,35.0,91.95
10.1.38.236,60.82,52.17,932.0,14.0,74.59
10.1.38.237,61.03,75.72,969.0,87.0,575.31
10.1.38.238,73.19,58.0,69.0,14.0,6.51
10.1.38.239,45.62,37.91,453.0,82.0,154.68
10.1.38.240,84.53,81.3,462.0,75.0,287.51
10.1.38.241,53.02,63.16,306.0,19.0,33.05
10.1.38.242,21.72,34.2,953.0,44.0,116.58
10.1.38.243,26.54,9.33,702.0,30.0,37.87
10.1.38.244,34.97,60.01,661.0,76.0,238.93
10.1.38.245,19.84,25.38,84.0,17.0,3.27
10.1.38.246,55.94,98.28,202.0,87.0,134.79
10.1.38.247,36.2,74.06,427.0,93.0,218.96
10.1.38.248,5.04,35.74,767.0,3.0,4.28
10.1.38.249,64.73,29.99,234.0,30.0,33.11
10.1.38.250,52.4,25.33,82.0,87.0,27.8
10.1.38.251,11.63,54.28,637.0,54.0,114.08
10.1.38.252,80.71,7.2,235.0,29.0,29.81
10.1.38.253,13.75,67.91,952.0,87.0,339.99
10.1.38.254,42.21,98.83,292.0,55.0,113.62
10.1.38.255,84.08,98.78,756.0,14.0,95.76
10.1.39.1,46.55,28.08,608.0,3.0,6.17
10.1.39.2,50.77,94.56,285.0,82.0,169.22
10.1.39.3,92.81,99.99,757.0,60.0,437.24
10.1.39.4,98.63,60.17,554.0,77.0,337.3
10.1.39.5,69.47,6.46,420.0,44.0,70.18
10.1.39.6,62.62,38.82,956.0,57.0,274.92
10.1.39.7,58.47,57.64,778.0,81.0,366.3
10.1.39.8,6.74,86.21,186.0,93.0,80.36
10.1.39.9,25.84,72.76,555.0,78.0,214.76
10.1.39.10,89.07,33.72,322.0,9.0,17.69
10.1.39.11,78.17,82.23,138.0,26.0,28.42
10.1.39.12,49.22,6.23,51.0,94.0,13.22
10.1.39.13,81.68,19.58,243.0,50.0,61.68
10.1.39.14,44.88,50.44,26.0,93.0,11.69
10.1.39.15,44.43,91.06,945.0,49.0,316.06
10.1.39.16,70.98,75.33,261.0,76.0,145.0
10.1.39.17,40.11,83.08,452.0,41.0,114.23
10.1.39.18,65.18,23.19,970.0,9.0,38.28
10.1.39.19,86.77,77.71,461.0,91.0,345.58
10.1.39.20,80.6,77.59,10.0,79.0,6.08
10.1.39.21,59.31,26.56,475.0,69.0,141.32
10.1.39.22,82.13,76.59,122.0,27.0,25.76
10.1.39.23,81.85,45.94,66.0,2.0,0.87
10.1.39.24,54.14,48.47,969.0,64.0,315.79
10.1.39.25,53.71,14.7,139.0,22.0,10.36
10.1.39.26,96.92,56.02,726.0,82.0,454.93
10.1.39.27,51.65,78.63,802.0,82.0,430.41
10.1.39.28,12.23,52.16,157.0,15.0,7.36
10.1.39.29,36.43,10.83,890.0,35.0,74.69
10.1.39.30,65.93,45.92,87.0,58.0,28.3
10.1.39.31,95.25,47.95,300.0,75.0,162.38
10.1.39.32,55.14,29.75,631.0,15.0,41.05
10.1.39.33,88.17,33.08,210.0,78.0,99.69
10.1.39.34,65.71,54.53,67.0,40.0,16.03
10.1.39.35,77.9,60.63,594.0,8.0,34.68
10.1.39.36,91.41,32.75,224.0,84.0,117.17
10.1.39.37,10.94,87.87,512.0,43.0,109.98
10.1.39.38,19.3,94.7,917.0,80.0,417.46
10.1.39.39,53.25,8.91,388.0,20.0,23.93
10.1.39.40,86.14,60.84,316.0,91.0,212.02
10.1.39.41,56.61,63.56,430.0,79.0,204.66
10.1.39.42,30.89,33.39,780.0,2.0,5.01
10.1.39.43,69.52,71.25,549.0,59.0,228.02
10.1.39.44,12.98,10.69,201.0,46.0,11.0
10.1.39.45,78.15,75.66,348.0,78.0,209.76
10.1.39.46,8.32,35.89,919.0,64.0,129.38
10.1.39.47,78.46,27.58,465.0,85.0,208.68
10.1.39.48,84.47,92.72,369.0,84.0,272.99
10.1.39.49,14.21,93.22,473.0,37.0,92.86
10.1.39.50,51.22,81.98,799.0,91.0,486.52
10.1.39.51,68.38,15.17,376.0,14.0,21.39
10.1.39.52,40.29,91.86,465.0,74.0,228.99
10.1.39.53,68.62,62.48,619.0,45.0,180.69
10.1.39.54,34.81,99.82,886.0,39.0,231.49
10.1.39.55,55.24,65.76,889.0,17.0,91.67
10.1.39.56,48.51,42.74,329.0,90.0,134.89
10.1.39.57,70.74,55.57,990.0,26.0,163.11
10.1.39.58,46.51,30.7,304.0,97.0,114.31
10.1.39.59,23.6,44.74,930.0,72.0,229.24
10.1.39.60,85.92,34.09,490.0,76.0,224.2
10.1.39.61,15.81,95.92,277.0,32.0,50.2
10.1.39.62,51.92,99.6,55.0,41.0,17.22
10.1.39.63,18.72,77.04,807.0,96.0,369.8
10.1.39.64,20.33,65.97,370.0,37.0,58.43
10.1.39.65,6.04,45.11,249.0,47.0,29.71
10.1.39.66,18.11,16.52,627.0,35.0,37.7
10.1.39.67,32.53,39.64,726.0,74.0,192.67
10.1.39.68,9.07,62.04,15.0,15.0,0.82
10.1.39.69,65.17,9.32,84.0,92.0,28.74
10.1.39.70,48.88,29.0,664.0,53.0,137.62
10.1.39.71,68.74,57.78,373.0,87.0,205.75
10.1.39.72,86.44,90.79,730.0,47.0,301.09
10.1.39.73,72.87,67.62,984.0,45.0,308.43
10.1.39.74,27.87,33.46,902.0,71.0,196.08
10.1.39.75,6.48,42.51,204.0,59.0,29.46
10.1.39.76,43.29,12.7,631.0,77.0,136.19
10.1.39.77,37.85,75.82,806.0,82.0,375.04
10.1.39.78,95.19,44.45,111.0,75.0,58.3
10.1.39.79,25.25,41.79,946.0,41.0,130.98
10.1.39.80,38.93,86.43,358.0,69.0,155.1
10.1.39.81,18.28,75.12,741.0,91.0,316.48
10.1.39.82,37.41,51.71,783.0,5.0,16.64
10.1.39.83,32.41,69.71,145.0,99.0,73.75
10.1.39.84,98.65,34.58,356.0,42.0,99.01
10.1.39.85,13.26,35.41,926.0,5.0,11.45
10.1.39.86,77.34,40.47,268.0,8.0,13.0
10.1.39.87,59.71,56.28,854.0,35.0,174.07
10.1.39.88,42.54,53.0,561.0,12.0,31.0
10.1.39.89,23.13,83.62,704.0,64.0,240.42
10.1.39.90,94.77,82.76,103.0,26.0,23.74
10.1.39.91,35.2,66.01,207.0,48.0,49.87
10.1.39.92,51.31,61.35,152.0,74.0,62.96
10.1.39.93,87.87,12.35,302.0,17.0,26.03
10.1.39.94,61.34,39.3,710.0,76.0,271.41
10.1.39.95,24.31,26.17,983.0,74.0,184.33
10.1.39.96,22.68,35.2,549.0,62.0,98.47
10.1.39.97,25.47,45.7,478.0,41.0,70.17
10.1.39.98,65.26,60.84,925.0,49.0,288.04
10.1.39.99,48.85,7.61,941.0,16.0,41.55
10.1.39.100,79.23,42.39,20.0,25.0,2.98
10.1.39.101,65.39,96.56,297.0,74.0,177.41
10.1.39.102,38.13,38.01,781.0,34.0,102.36
10.1.39.103,66.94,73.97,690.0,32.0,156.56
10.1.39.104,25.84,64.88,483.0,22.0,47.74
10.1.39.105,46.35,60.09,508.0,8.0,22.72
10.1.39.106,94.5,54.77,756.0,46.0,260.8
10.1.39.107,72.57,22.93,730.0,60.0,208.45
10.1.39.108,45.24,96.3,976.0,35.0,239.16
10.1.39.109,6.56,67.99,408.0,35.0,52.93
10.1.39.110,85.76,61.93,470.0,82.0,285.74
10.1.39.111,46.16,87.25,294.0,85.0,166.36
10.1.39.112,52.05,88.45,578.0,44.0,178.71
10.1.39.113,76.0,6.39,466.0,87.0,167.55
10.1.39.114,48.42,37.79,638.0,59.0,161.66
10.1.39.115,61.92,22.14,987.0,15.0,61.65
10.1.39.116,26.51,68.68,205.0,63.0,61.01
10.1.39.117,71.4,48.41,338.0,79.0,159.13
10.1.39.118,39.61,82.49,341.0,21.0,44.67
10.1.39.119,88.06,41.36,355.0,92.0,211.0
10.1.39.120,21.73,56.64,451.0,11.0,19.77
10.1.39.121,78.17,74.0,852.0,36.0,230.8
10.1.39.122,35.51,8.2,162.0,60.0,21.15
10.1.39.123,8.07,66.32,229.0,24.0,20.13
10.1.39.124,74.42,74.32,113.0,28.0,23.45
10.1.39.125,61.34,57.68,269.0,67.0,107.22
10.1.39.126,50.55,93.57,806.0,54.0,315.33
10.1.39.127,73.5,15.78,462.0,87.0,178.75
10.1.39.128,61.21,29.54,548.0,29.0,71.52
10.1.39.129,49.57,47.99,593.0,28.0,80.56
10.1.39.130,54.68,60.13,318.0,75.0,136.39
10.1.39.131,65.45,61.29,403.0,43.0,110.64
10.1.39.132,82.24,23.51,264.0,34.0,47.71
10.1.39.133,97.71,29.67,480.0,91.0,277.99
10.1.39.134,54.75,13.67,52.0,24.0,4.28
10.1.39.135,35.41,49.42,451.0,43.0,82.91
10.1.39.136,10.42,80.91,694.0,68.0,216.28
10.1.39.137,75.23,83.67,204.0,88.0,142.73
10.1.39.138,9.91,24.38,986.0,51.0,85.5
10.1.39.139,98.48,72.94,997.0,3.0,23.64
10.1.39.140,72.26,22.05,760.0,17.0,62.14
10.1.39.141,81.28,72.47,654.0,26.0,130.41
10.1.39.142,24.88,84.52,929.0,76.0,388.58
10.1.39.143,94.22,48.82,102.0,25.0,18.34
10.1.39.144,11.18,82.54,22.0,81.0,8.5
10.1.39.145,55.58,57.81,615.0,67.0,233.44
10.1.39.146,15.28,53.03,242.0,99.0,82.04
10.1.39.147,28.71,35.69,13.0,89.0,3.71
10.1.39.148,41.9,33.31,122.0,15.0,7.09
10.1.39.149,44.65,93.15,840.0,99.0,570.95
10.1.39.150,15.47,77.38,132.0,19.0,11.42
10.1.39.151,88.19,30.04,806.0,21.0,99.17
10.1.39.152,85.19,35.79,75.0,12.0,5.32
10.1.39.153,50.21,40.0,501.0,13.0,28.99
10.1.39.154,27.65,17.87,184.0,82.0,34.14
10.1.39.155,92.26,90.56,812.0,1.0,10.82
10.1.39.156,6.66,6.08,756.0,72.0,34.62
10.1.39.157,60.7,27.97,976.0,84.0,362.58
10.1.39.158,43.4,38.42,405.0,55.0,90.38
10.1.39.159,5.8,44.28,824.0,22.0,44.42
10.1.39.160,87.7,74.61,395.0,75.0,241.45
10.1.39.161,77.29,57.88,187.0,16.0,20.7
10.1.39.162,18.41,99.26,603.0,60.0,211.25
10.1.39.163,77.18,57.64,539.0,6.0,20.67
10.1.39.164,12.33,91.51,72.0,86.0,31.99
10.1.39.165,25.68,85.55,242.0,98.0,131.68
10.1.39.166,77.27,24.99,175.0,25.0,22.04
10.1.39.167,11.21,70.62,386.0,41.0,64.67
10.1.39.168,57.81,51.17,198.0,88.0,95.18
10.1.39.169,35.59,49.2,639.0,2.0,4.84
10.1.39.170,75.88,56.26,596.0,35.0,138.37
10.1.39.171,38.52,87.66,108.0,74.0,50.07
10.1.39.172,62.91,64.02,833.0,51.0,271.05
10.1.39.173,28.72,65.45,117.0,77.0,42.01
10.1.39.174,79.47,30.24,592.0,53.0,172.11
10.1.39.175,9.18,37.06,834.0,6.0,11.62
10.1.39.176,44.5,38.1,35.0,31.0,4.48
10.1.39.177,9.76,26.63,464.0,20.0,16.61
10.1.39.178,49.46,49.1,756.0,9.0,32.52
10.1.39.179,36.61,10.39,836.0,87.0,170.36
10.1.39.180,96.33,27.81,11.0,86.0,5.83
10.1.39.181,39.78,60.71,203.0,8.0,8.03
10.1.39.182,92.11,75.86,106.0,46.0,41.17
10.1.39.183,63.24,35.73,673.0,58.0,192.36
10.1.39.184,49.18,13.69,234.0,55.0,40.23
10.1.39.185,88.44,19.1,399.0,56.0,119.3
10.1.39.186,45.82,42.71,424.0,93.0,173.77
10.1.39.187,19.67,96.06,625.0,37.0,133.73
10.1.39.188,78.02,35.99,707.0,84.0,339.03
10.1.39.189,64.14,7.07,285.0,52.0,52.97
10.1.39.190,64.62,27.61,873.0,62.0,248.39
10.1.39.191,63.53,78.15,604.0,74.0,315.83
10.1.39.192,57.37,86.46,758.0,60.0,325.19
10.1.39.193,7.9,60.36,447.0,45.0,68.37
10.1.39.194,67.61,19.98,843.0,62.0,227.25
10.1.39.195,66.25,83.36,233.0,58.0,100.75
10.1.39.196,5.72,9.5,57.0,6.0,0.27
10.1.39.197,10.71,37.94,424.0,94.0,97.0
10.1.39.198,25.78,76.23,35.0,11.0,1.97
10.1.39.199,25.68,78.65,271.0,58.0,82.2
10.1.39.200,93.48,46.34,990.0,99.0,686.23
10.1.39.201,58.33,91.07,399.0,1.0,1.85
10.1.39.202,96.95,94.95,929.0,46.0,413.7
10.1.39.203,78.14,60.83,349.0,55.0,132.87
10.1.39.204,80.81,92.85,241.0,79.0,164.82
10.1.39.205,86.43,57.39,402.0,11.0,31.79
10.1.39.206,6.92,36.92,399.0,53.0,46.7
10.1.39.207,14.16,37.0,93.0,77.0,18.32
10.1.39.208,43.99,14.92,691.0,70.0,142.92
10.1.39.209,41.98,25.12,703.0,61.0,144.39
10.1.39.210,28.78,54.2,142.0,76.0,44.98
10.1.39.211,87.22,76.2,742.0,67.0,408.94
10.1.39.212,27.85,92.02,439.0,99.0,261.61
10.1.39.213,89.47,77.99,705.0,35.0,207.96
10.1.39.214,55.31,55.53,844.0,33.0,153.26
10.1.39.215,99.87,43.49,54.0,22.0,8.35
10.1.39.216,20.96,53.98,376.0,72.0,101.77
10.1.39.217,42.92,37.73,554.0,38.0,84.27
10.1.39.218,23.56,49.68,165.0,85.0,51.07
10.1.39.219,89.1,74.06,919.0,25.0,189.16
10.1.39.220,37.84,59.73,348.0,44.0,74.31
10.1.39.221,46.28,76.54,416.0,97.0,248.99
10.1.39.222,23.44,23.34,805.0,84.0,158.37
10.1.39.223,60.23,7.39,84.0,6.0,1.62
10.1.39.224,25.66,9.57,640.0,18.0,19.81
10.1.39.225,16.19,60.66,989.0,48.0,182.59
10.1.39.226,40.12,46.13,995.0,69.0,296.38
10.1.39.227,45.36,15.0,906.0,2.0,4.37
10.1.39.228,39.14,14.0,387.0,72.0,74.22
10.1.39.229,23.02,84.39,972.0,98.0,509.03
10.1.39.230,47.1,62.66,630.0,75.0,259.53
10.1.39.231,85.61,32.41,847.0,2.0,11.63
10.1.39.232,34.13,40.58,911.0,58.0,197.16
10.1.39.233,72.14,98.11,501.0,94.0,402.64
10.1.39.234,76.55,8.39,273.0,57.0,65.89
10.1.39.235,91.94,24.12,699.0,59.0,238.55
10.1.39.236,39.29,30.05,655.0,96.0,217.1
10.1.39.237,79.75,60.76,238.0,74.0,123.11
10.1.39.238,77.8,20.06,286.0,86.0,119.95
10.1.39.239,86.69,27.42,380.0,1.0,1.28
10.1.39.240,11.4,87.24,55.0,31.0,8.45
10.1.39.241,66.94,97.38,417.0,15.0,50.82
10.1.39.242,47.16,31.17,284.0,64.0,70.8
10.1.39.243,13.5,44.17,171.0,59.0,29.04
10.1.39.244,32.2,86.3,581.0,89.0,305.7
10.1.39.245,16.31,91.85,669.0,55.0,199.92
10.1.39.246,85.94,76.1,200.0,42.0,68.34
10.1.39.247,81.29,40.53,197.0,41.0,49.43
10.1.39.248,30.95,14.7,910.0,49.0,102.63
10.1.39.249,71.41,41.81,939.0,58.0,310.22
10.1.39.250,86.07,20.67,584.0,92.0,286.86
10.1.39.251,56.44,84.96,577.0,96.0,392.7
10.1.39.252,16.53,90.5,21.0,2.0,0.28
10.1.39.253,64.26,67.96,842.0,52.0,290.65
10.1.39.254,62.08,10.44,150.0,75.0,41.14
10.1.39.255,40.61,62.98,601.0,36.0,112.68
10.1.40.1,32.45,10.26,160.0,80.0,27.18
10.1.40.2,76.42,20.97,372.0,69.0,125.85
10.1.40.3,36.78,85.2,403.0,18.0,43.29
10.1.40.4,68.98,88.51,140.0,74.0,81.18
10.1.40.5,86.71,28.95,248.0,70.0,100.69
10.1.40.6,51.44,68.94,402.0,16.0,39.27
10.1.40.7,20.09,13.66,623.0,93.0,97.57
10.1.40.8,45.7,76.3,0.0,25.0,0.04
10.1.40.9,34.87,85.45,782.0,14.0,64.7
10.1.40.10,85.71,30.96,195.0,93.0,105.59
10.1.40.11,96.72,31.61,870.0,100.0,556.24
10.1.40.12,51.86,93.97,422.0,45.0,137.33
10.1.40.13,13.68,96.62,841.0,95.0,441.31
10.1.40.14,18.7,46.57,181.0,82.0,48.21
10.1.40.15,31.73,41.39,5.0,65.0,1.28
10.1.40.16,80.72,71.76,960.0,50.0,368.23
10.1.40.17,58.0,58.58,949.0,7.0,41.37
10.1.40.18,41.49,31.88,502.0,24.0,43.4
10.1.40.19,54.05,47.03,224.0,74.0,83.45
10.1.40.20,64.35,55.59,838.0,70.0,350.43
10.1.40.21,37.7,24.69,982.0,70.0,215.37
10.1.40.22,41.53,40.67,795.0,37.0,120.54
10.1.40.23,38.06,72.29,405.0,86.0,191.76
10.1.40.24,8.76,85.25,648.0,4.0,10.85
10.1.40.25,58.41,26.1,88.0,30.0,11.03
10.1.40.26,85.48,82.0,202.0,64.0,109.09
10.1.40.27,38.85,54.1,545.0,46.0,117.52
10.1.40.28,25.22,76.45,409.0,97.0,201.74
10.1.40.29,34.58,55.1,191.0,73.0,62.45
10.1.40.30,92.43,66.96,975.0,37.0,286.66
10.1.40.31,53.98,69.79,652.0,9.0,37.1
10.1.40.32,93.95,99.21,60.0,70.0,40.73
10.1.40.33,38.67,20.96,932.0,19.0,53.39
10.1.40.34,66.1,53.45,935.0,43.0,242.77
10.1.40.35,40.73,72.95,471.0,60.0,161.41
10.1.40.36,86.71,52.32,44.0,10.0,3.13
10.1.40.37,57.01,48.4,485.0,63.0,161.68
10.1.40.38,29.83,44.05,70.0,58.0,14.83
10.1.40.39,16.07,68.55,778.0,61.0,200.38
10.1.40.40,39.39,27.49,207.0,49.0,34.21
